nose_x,nose_y,left_eye_inner_x,left_eye_inner_y,left_eye_x,left_eye_y,left_eye_outer_x,left_eye_outer_y,right_eye_inner_x,right_eye_inner_y,right_eye_x,right_eye_y,right_eye_outer_x,right_eye_outer_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,mouth_left_x,mouth_left_y,mouth_right_x,mouth_right_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_pinky_x,left_pinky_y,right_pinky_x,right_pinky_y,left_index_x,left_index_y,right_index_x,right_index_y,left_thumb_x,left_thumb_y,right_thumb_x,right_thumb_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y,left_heel_x,left_heel_y,right_heel_x,right_heel_y,left_foot_index_x,left_foot_index_y,right_foot_index_x,right_foot_index_y,nose_conf,left_eye_inner_conf,left_eye_conf,left_eye_outer_conf,right_eye_inner_conf,right_eye_conf,right_eye_outer_conf,left_ear_conf,right_ear_conf,mouth_left_conf,mouth_right_conf,left_shoulder_conf,right_shoulder_conf,left_elbow_conf,right_elbow_conf,left_wrist_conf,right_wrist_conf,left_pinky_conf,right_pinky_conf,left_index_conf,right_index_conf,left_thumb_conf,right_thumb_conf,left_hip_conf,right_hip_conf,left_knee_conf,right_knee_conf,left_ankle_conf,right_ankle_conf,left_heel_conf,right_heel_conf,left_foot_index_conf,right_foot_index_conf
869.377,346.772,880.304,338.043,882.073,339.175,883.482,340.213,880.521,337.639,882.330,338.632,884.034,339.596,896.406,351.303,897.807,351.669,871.041,362.880,871.430,362.699,883.732,418.824,929.498,432.585,860.052,327.988,947.347,480.089,872.974,230.464,923.131,475.630,873.357,204.961,928.156,477.007,883.369,199.671,918.626,476.579,884.222,208.592,914.899,471.737,899.069,607.472,931.364,599.051,926.703,767.089,933.351,763.746,1016.191,891.591,959.003,947.823,1035.606,903.134,967.545,975.523,1019.003,953.577,953.752,994.613,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.999,0.999,1.000,1.000,0.920,0.297,0.931,0.328,0.936,0.341,0.937,0.340,0.918,0.314,1.000,1.000,0.844,0.726,0.856,0.794,0.895,0.829,0.837,0.781
873.214,364.038,883.635,355.232,885.418,356.450,886.889,357.590,883.872,354.621,885.712,355.559,887.513,356.462,900.451,368.413,902.854,368.034,875.703,380.550,875.854,380.218,888.267,433.827,940.088,445.502,856.122,346.535,957.155,481.546,868.975,247.914,927.104,460.626,870.052,222.413,928.734,458.523,880.178,217.119,920.552,457.625,881.122,225.681,920.057,455.198,905.564,624.802,937.677,616.944,929.066,783.992,933.013,778.894,980.130,934.895,956.015,955.711,999.935,951.495,963.388,984.611,961.383,991.696,930.209,998.339,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.999,0.999,1.000,1.000,0.923,0.269,0.935,0.302,0.940,0.318,0.941,0.317,0.922,0.293,1.000,1.000,0.836,0.673,0.845,0.752,0.877,0.797,0.827,0.748
873.549,382.766,883.848,373.911,885.668,375.247,887.236,376.579,884.164,372.933,886.159,373.736,888.191,374.601,901.717,387.271,904.974,385.795,876.877,399.496,876.991,398.737,890.459,449.841,948.090,460.211,853.550,366.626,963.979,484.167,862.824,266.466,930.663,447.686,864.860,241.084,926.598,441.501,875.650,235.993,918.840,440.669,876.377,244.271,923.985,441.311,911.376,641.915,943.450,634.794,922.403,800.873,932.299,798.833,935.749,959.978,959.251,965.744,954.946,982.115,966.840,994.058,897.270,1010.046,918.800,1004.390,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.999,0.999,1.000,1.000,0.929,0.247,0.941,0.290,0.945,0.311,0.945,0.310,0.928,0.289,1.000,1.000,0.849,0.682,0.857,0.760,0.886,0.806,0.839,0.754
869.068,401.005,879.882,391.773,881.822,393.296,883.546,394.899,880.238,390.369,882.411,391.031,884.677,391.856,899.275,405.835,902.911,403.039,873.329,417.591,873.377,416.292,888.879,466.313,953.198,475.437,848.303,387.359,972.481,488.245,850.537,285.646,940.461,442.322,853.839,260.535,929.701,434.102,865.469,255.950,922.255,433.744,865.575,263.665,933.249,437.130,913.639,658.643,950.579,651.025,902.253,816.448,940.730,818.404,885.364,973.618,969.518,977.370,903.008,1000.984,977.269,1005.834,828.865,1017.930,924.729,1009.151,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.999,0.999,1.000,1.000,0.932,0.224,0.943,0.265,0.947,0.285,0.947,0.284,0.929,0.267,1.000,1.000,0.856,0.671,0.861,0.745,0.877,0.783,0.842,0.738
863.768,417.984,874.923,408.580,877.030,410.284,878.931,412.110,875.295,406.834,877.617,407.473,880.006,408.289,895.643,423.399,898.451,419.678,868.208,434.207,868.576,432.254,884.120,483.532,954.867,489.884,837.115,408.423,977.136,492.819,832.380,305.213,956.782,444.276,836.296,280.021,943.623,437.744,848.658,275.939,935.327,438.423,848.700,283.746,948.071,444.168,912.993,676.174,955.664,667.368,877.642,826.848,954.209,834.535,833.145,974.875,987.802,988.901,848.233,1004.763,995.906,1015.540,760.900,1019.187,947.268,1012.531,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.999,0.999,1.000,1.000,0.937,0.203,0.946,0.242,0.949,0.263,0.949,0.261,0.931,0.246,1.000,1.000,0.866,0.656,0.870,0.731,0.882,0.773,0.852,0.725
857.170,430.769,868.830,421.421,871.050,423.246,873.001,425.151,869.398,419.483,871.869,420.119,874.249,420.893,890.625,436.764,892.631,432.933,861.963,446.928,862.218,444.937,874.618,498.803,952.631,502.037,818.784,427.260,980.557,500.239,805.902,324.916,983.296,463.500,810.323,299.376,970.212,459.410,823.606,295.750,961.266,461.036,823.504,304.021,973.033,467.673,909.246,688.244,956.629,679.198,848.263,831.273,968.880,843.976,779.349,976.772,1017.747,995.709,791.848,1006.200,1027.082,1019.885,698.683,1023.146,986.100,1011.145,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.999,0.999,1.000,1.000,0.942,0.188,0.949,0.224,0.951,0.247,0.951,0.245,0.934,0.231,1.000,1.000,0.879,0.674,0.883,0.748,0.893,0.791,0.865,0.738
847.394,438.931,859.440,429.202,861.839,431.067,864.006,432.978,859.919,427.120,862.392,427.696,864.741,428.396,882.277,444.695,883.770,441.487,852.648,455.419,852.503,453.229,860.044,509.690,949.899,510.309,792.421,442.949,985.851,506.417,770.385,342.273,1018.615,487.735,775.457,316.434,1011.023,490.471,789.273,312.961,1002.958,492.317,788.828,321.633,1011.218,496.451,899.747,696.147,955.773,686.328,815.631,831.324,980.397,846.863,737.935,982.737,1045.295,995.472,747.774,1013.842,1055.477,1020.418,657.666,1024.453,1019.821,1004.265,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.946,0.179,0.952,0.210,0.954,0.234,0.954,0.232,0.938,0.219,1.000,1.000,0.888,0.686,0.894,0.767,0.903,0.807,0.877,0.752
834.610,441.700,846.365,431.705,848.598,433.487,850.685,435.284,847.059,429.731,849.475,430.271,851.877,430.871,868.562,447.009,871.655,444.831,839.862,458.643,839.509,456.510,839.829,515.309,944.781,513.826,758.850,455.064,990.875,512.814,726.317,358.621,1045.819,502.744,730.945,331.819,1045.390,509.603,744.484,327.984,1038.693,510.608,744.137,337.035,1041.462,512.993,883.467,702.187,950.162,691.838,779.188,828.527,990.466,848.908,700.154,984.696,1081.991,997.643,708.127,1014.405,1093.246,1021.945,620.212,1026.140,1069.647,995.532,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.950,0.192,0.952,0.245,0.953,0.271,0.954,0.268,0.936,0.251,1.000,1.000,0.898,0.707,0.903,0.782,0.911,0.821,0.883,0.751
820.152,439.628,831.182,429.569,833.325,431.268,835.371,432.962,831.872,427.723,834.170,428.216,836.593,428.713,852.630,444.817,857.708,443.488,824.642,457.083,823.797,454.964,817.324,516.664,936.022,514.049,722.477,464.396,994.373,518.651,676.409,374.061,1067.687,514.184,678.629,346.723,1080.158,524.007,691.559,341.281,1075.329,524.307,691.981,350.624,1069.018,524.646,863.760,704.868,936.863,694.842,748.590,822.800,992.895,848.259,701.633,989.651,1083.846,993.368,709.846,1018.388,1098.207,1016.982,622.004,1026.468,1080.365,989.590,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.954,0.223,0.953,0.299,0.953,0.325,0.953,0.321,0.934,0.299,1.000,1.000,0.904,0.727,0.909,0.794,0.914,0.834,0.879,0.748
804.871,435.593,815.313,425.333,817.338,426.854,819.303,428.387,815.814,423.749,817.910,424.181,820.293,424.533,835.973,440.067,842.660,439.391,808.451,452.999,807.202,451.095,795.026,513.797,925.162,511.440,687.528,472.615,996.649,523.775,626.704,390.368,1083.768,522.539,624.364,361.281,1102.553,533.599,635.521,354.415,1099.873,533.390,637.055,364.627,1091.233,532.423,842.447,703.534,919.932,694.614,732.891,821.790,989.570,846.828,705.718,990.119,1087.385,988.998,715.987,1019.236,1101.000,1014.199,629.263,1024.615,1094.665,989.719,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.958,0.290,0.957,0.367,0.957,0.391,0.957,0.387,0.939,0.366,1.000,1.000,0.912,0.750,0.914,0.807,0.918,0.847,0.877,0.755
788.862,429.386,799.069,419.041,800.964,420.338,802.858,421.712,799.645,417.791,801.779,418.231,804.372,418.650,819.603,433.513,827.305,433.509,791.918,446.995,790.890,445.769,773.999,508.859,914.079,508.548,660.878,478.894,997.384,527.141,584.050,406.261,1093.509,528.023,576.663,376.711,1116.204,539.903,586.566,368.704,1115.590,539.295,589.116,379.734,1106.647,537.358,822.000,699.548,903.078,691.455,722.942,825.087,982.891,841.826,715.814,990.294,1074.589,981.434,728.930,1019.436,1083.781,1007.105,641.377,1022.496,1102.676,991.420,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.962,0.349,0.959,0.428,0.959,0.450,0.958,0.446,0.940,0.425,1.000,1.000,0.917,0.771,0.917,0.821,0.920,0.859,0.869,0.759
774.582,421.083,784.870,410.981,786.292,412.127,787.943,413.382,785.243,410.108,787.325,410.624,790.058,411.118,804.898,424.873,813.712,425.067,778.180,438.760,776.667,438.192,757.664,503.663,903.452,504.162,642.207,484.625,997.034,529.237,550.570,423.120,1097.873,530.964,538.028,393.442,1122.015,544.354,545.766,385.055,1123.151,543.818,549.194,396.359,1114.870,541.069,803.150,695.844,886.436,688.020,722.511,830.043,964.798,834.733,734.148,990.919,1039.651,972.334,749.171,1018.780,1043.435,996.216,658.096,1020.063,1078.286,994.603,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.965,0.412,0.962,0.484,0.962,0.504,0.962,0.501,0.944,0.482,1.000,1.000,0.923,0.793,0.922,0.837,0.923,0.872,0.874,0.779
766.562,412.178,775.681,402.438,777.504,403.348,779.333,404.385,776.961,401.758,779.701,402.255,782.984,402.738,794.825,415.237,804.500,415.208,769.189,429.306,769.932,429.229,747.831,498.546,894.882,498.610,631.707,488.811,996.369,529.832,530.412,438.573,1099.859,532.273,513.185,410.136,1122.559,549.145,518.527,401.423,1124.680,549.242,523.025,412.820,1116.614,545.703,790.321,693.152,872.758,685.490,733.092,837.536,939.924,827.121,756.110,990.537,986.975,965.095,770.579,1016.897,983.557,990.699,688.785,1017.303,1026.649,997.468,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.969,0.469,0.965,0.535,0.965,0.553,0.965,0.550,0.948,0.533,1.000,1.000,0.926,0.812,0.925,0.850,0.926,0.883,0.877,0.793
766.430,403.089,772.679,393.696,774.035,394.400,774.715,395.099,776.646,392.986,780.187,393.292,783.976,393.550,789.955,404.787,802.171,404.155,767.211,419.601,771.331,419.838,743.729,491.530,889.293,490.303,629.626,491.104,995.760,527.051,523.651,451.013,1101.937,534.635,503.866,424.466,1122.593,552.329,508.403,415.449,1124.577,553.060,513.244,426.559,1117.032,548.905,785.047,687.571,863.555,681.221,755.245,843.083,912.895,819.659,780.939,990.196,926.838,958.449,795.354,1014.784,916.851,984.717,719.168,1015.033,955.329,999.399,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.971,0.514,0.967,0.580,0.967,0.596,0.967,0.593,0.950,0.576,1.000,1.000,0.921,0.810,0.923,0.841,0.929,0.886,0.875,0.781
771.289,392.216,773.074,382.773,773.133,383.150,772.016,383.432,781.374,382.042,786.051,382.045,790.827,381.986,784.229,391.406,806.248,390.022,769.791,407.509,778.653,407.302,743.808,478.737,889.198,477.769,631.289,490.517,996.020,519.912,525.433,457.583,1102.733,534.992,503.773,434.019,1121.453,554.044,507.723,424.678,1123.197,555.369,513.157,434.726,1116.209,550.294,784.560,678.286,859.651,673.477,783.006,841.640,888.958,811.335,806.621,990.563,868.135,951.694,820.864,1014.070,852.980,975.437,749.971,1014.222,876.822,1001.481,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.973,0.539,0.966,0.613,0.965,0.627,0.965,0.624,0.943,0.598,1.000,1.000,0.858,0.735,0.853,0.760,0.887,0.816,0.799,0.706
787.321,375.473,784.117,366.056,782.507,366.356,779.330,366.552,795.546,365.259,800.545,365.112,805.545,364.876,785.317,374.060,815.878,371.871,783.336,390.242,795.264,389.640,745.307,462.615,890.626,461.021,638.449,485.730,997.479,509.463,535.385,457.539,1101.693,531.764,513.959,438.234,1118.336,552.887,516.947,428.061,1119.763,554.654,522.774,436.633,1113.311,548.511,787.021,663.974,859.117,660.897,809.606,831.522,870.712,802.127,828.008,987.175,822.439,945.491,840.765,1009.720,804.079,965.485,782.765,1013.759,808.346,1003.601,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.975,0.578,0.968,0.645,0.965,0.656,0.965,0.652,0.941,0.619,1.000,1.000,0.787,0.709,0.788,0.710,0.860,0.790,0.735,0.653
812.092,356.026,803.863,346.377,800.884,346.783,796.150,347.134,816.195,345.593,820.672,345.470,825.049,345.215,794.816,354.961,828.761,352.077,805.735,370.738,818.820,369.455,750.071,444.001,893.164,441.097,653.946,476.326,997.704,495.353,560.486,453.399,1100.513,524.739,539.707,437.454,1115.947,547.343,542.410,428.678,1117.305,549.482,549.542,434.941,1111.195,542.451,790.458,647.464,860.401,646.404,826.931,813.388,859.146,794.167,842.702,978.713,797.128,941.551,854.837,1000.859,778.506,957.673,814.437,1013.244,766.710,1006.845,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.978,0.615,0.970,0.677,0.967,0.684,0.967,0.680,0.944,0.644,1.000,1.000,0.798,0.704,0.787,0.690,0.859,0.784,0.722,0.627
839.641,337.012,827.650,326.746,823.798,327.190,818.355,327.625,838.836,326.162,842.005,326.164,844.933,325.974,809.044,336.924,841.099,334.399,831.977,351.909,843.991,350.145,756.942,424.954,894.450,420.990,677.254,461.154,994.727,480.822,602.787,438.202,1096.910,514.909,585.548,424.964,1111.992,538.000,588.704,416.998,1113.756,539.908,597.061,421.541,1107.925,532.752,794.764,629.658,862.097,630.252,839.319,795.171,855.779,785.321,846.252,967.670,791.783,938.923,858.136,989.724,773.581,953.274,833.361,1012.027,768.829,1010.328,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.979,0.652,0.973,0.704,0.970,0.707,0.969,0.701,0.947,0.658,1.000,1.000,0.778,0.713,0.763,0.675,0.852,0.770,0.699,0.611
864.874,319.701,851.399,308.554,847.417,308.960,842.431,309.418,859.047,308.298,860.090,308.562,860.784,308.795,826.348,320.713,849.604,319.986,857.583,335.471,865.742,334.074,769.287,409.156,893.165,405.781,709.105,450.768,985.703,465.859,663.946,439.340,1089.216,502.832,651.235,432.849,1104.745,525.771,655.557,427.527,1107.247,527.152,663.625,429.864,1101.516,520.242,799.212,612.629,863.170,614.553,843.701,780.079,859.953,774.890,844.697,956.501,797.630,935.772,853.639,978.487,779.238,948.332,842.857,1010.906,784.892,1013.429,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.977,0.685,0.971,0.728,0.966,0.727,0.965,0.721,0.942,0.672,1.000,1.000,0.763,0.734,0.751,0.694,0.846,0.771,0.689,0.630
883.473,305.725,871.150,293.862,867.958,294.166,864.598,294.518,872.967,294.359,871.383,295.110,869.568,295.925,844.890,306.935,853.992,309.146,879.081,322.037,880.412,321.886,787.349,398.132,889.264,394.994,744.078,446.310,970.673,454.238,731.911,449.928,1076.950,490.585,724.972,447.990,1093.307,513.303,729.955,446.051,1096.893,513.976,736.394,446.862,1091.338,507.545,802.253,600.201,863.533,603.341,842.634,768.668,861.722,766.089,837.744,947.147,803.786,934.573,840.515,968.867,786.403,945.899,845.540,1009.593,799.370,1015.162,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.941,0.716,0.950,0.755,0.948,0.754,0.948,0.748,0.922,0.703,1.000,1.000,0.757,0.758,0.766,0.723,0.858,0.791,0.714,0.664
