nose_x,nose_y,left_eye_inner_x,left_eye_inner_y,left_eye_x,left_eye_y,left_eye_outer_x,left_eye_outer_y,right_eye_inner_x,right_eye_inner_y,right_eye_x,right_eye_y,right_eye_outer_x,right_eye_outer_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,mouth_left_x,mouth_left_y,mouth_right_x,mouth_right_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_pinky_x,left_pinky_y,right_pinky_x,right_pinky_y,left_index_x,left_index_y,right_index_x,right_index_y,left_thumb_x,left_thumb_y,right_thumb_x,right_thumb_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y,left_heel_x,left_heel_y,right_heel_x,right_heel_y,left_foot_index_x,left_foot_index_y,right_foot_index_x,right_foot_index_y,nose_conf,left_eye_inner_conf,left_eye_conf,left_eye_outer_conf,right_eye_inner_conf,right_eye_conf,right_eye_outer_conf,left_ear_conf,right_ear_conf,mouth_left_conf,mouth_right_conf,left_shoulder_conf,right_shoulder_conf,left_elbow_conf,right_elbow_conf,left_wrist_conf,right_wrist_conf,left_pinky_conf,right_pinky_conf,left_index_conf,right_index_conf,left_thumb_conf,right_thumb_conf,left_hip_conf,right_hip_conf,left_knee_conf,right_knee_conf,left_ankle_conf,right_ankle_conf,left_heel_conf,right_heel_conf,left_foot_index_conf,right_foot_index_conf
1125.486,350.577,1136.802,340.766,1142.448,342.198,1148.138,344.167,1124.909,339.918,1120.979,340.293,1116.276,340.646,1156.138,354.704,1112.512,349.316,1133.940,367.489,1117.769,365.401,1180.006,440.905,1080.649,425.425,1233.386,519.965,996.550,387.893,1176.382,574.489,946.240,313.428,1156.262,584.068,924.388,290.724,1150.077,572.936,933.765,283.875,1154.058,570.013,943.081,292.408,1151.895,616.365,1102.329,618.587,1135.842,736.336,1145.268,736.744,1110.445,894.895,1207.586,853.121,1106.952,918.043,1216.478,869.311,1127.496,927.924,1209.863,905.236,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.937,0.859,0.967,0.973,0.962,0.971,0.966,0.972,0.946,0.963,1.000,1.000,0.512,0.371,0.674,0.430,0.592,0.392,0.805,0.489
1121.904,347.382,1133.940,338.460,1139.463,340.168,1144.984,342.435,1123.950,337.104,1120.490,337.368,1116.364,337.523,1155.831,354.544,1115.619,347.690,1128.834,365.396,1115.068,362.696,1181.005,441.743,1079.519,429.275,1235.125,521.122,985.855,403.887,1176.375,575.022,922.367,337.980,1156.144,584.433,898.769,319.976,1149.958,573.068,905.537,313.204,1153.922,569.998,915.205,319.631,1152.188,617.525,1101.261,618.612,1136.485,737.370,1144.959,735.866,1110.253,894.844,1209.169,851.851,1106.769,918.388,1218.105,867.249,1127.755,928.681,1210.374,905.143,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.940,0.828,0.968,0.966,0.963,0.966,0.968,0.969,0.947,0.959,1.000,1.000,0.495,0.340,0.682,0.405,0.594,0.372,0.811,0.470
1118.847,344.415,1131.312,336.316,1136.533,338.186,1141.738,340.624,1123.260,334.665,1120.237,334.897,1116.857,334.961,1154.937,354.317,1119.386,346.571,1124.047,363.113,1112.887,360.067,1181.831,442.672,1078.245,433.020,1236.733,521.983,976.490,419.467,1176.554,575.388,899.752,364.615,1156.119,584.624,874.286,351.741,1150.048,573.138,877.743,345.664,1153.992,569.977,887.656,350.148,1152.252,619.068,1100.456,619.173,1137.650,739.567,1144.526,735.543,1109.990,894.923,1209.995,851.198,1106.062,918.938,1218.096,865.464,1128.361,929.079,1210.198,906.054,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.944,0.810,0.970,0.964,0.965,0.964,0.969,0.967,0.949,0.958,1.000,1.000,0.496,0.311,0.703,0.379,0.614,0.357,0.825,0.453
1116.680,342.102,1129.211,334.757,1133.984,336.644,1138.799,339.067,1122.894,333.026,1120.274,333.232,1117.717,333.241,1153.709,354.096,1123.681,346.007,1120.255,361.024,1111.489,357.922,1182.471,443.690,1077.163,436.053,1237.897,523.132,970.351,433.146,1176.904,575.653,882.201,391.953,1156.232,584.757,854.855,384.350,1150.326,573.221,854.828,379.096,1154.235,570.010,865.330,382.089,1151.982,620.926,1099.844,620.214,1139.156,742.259,1145.979,735.702,1109.664,895.308,1209.731,851.243,1105.025,919.585,1217.801,864.056,1129.391,929.032,1210.112,907.612,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.948,0.791,0.971,0.956,0.967,0.957,0.970,0.961,0.951,0.954,1.000,1.000,0.489,0.287,0.714,0.356,0.624,0.338,0.834,0.438
1115.435,340.562,1127.782,333.960,1131.975,335.783,1136.415,337.996,1122.817,332.263,1120.494,332.485,1118.827,332.472,1152.121,353.890,1127.881,345.956,1117.845,359.404,1110.961,356.603,1182.936,444.546,1076.193,438.542,1238.570,524.272,967.402,446.185,1177.303,575.796,871.426,419.031,1156.550,584.885,843.018,414.735,1150.759,573.198,841.580,410.674,1154.639,569.948,852.371,413.036,1151.427,622.826,1099.250,621.687,1140.717,745.229,1148.661,736.302,1109.283,895.959,1209.674,852.016,1103.599,920.266,1217.006,864.380,1130.570,929.050,1210.974,909.139,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.952,0.793,0.974,0.958,0.969,0.960,0.973,0.964,0.954,0.957,1.000,1.000,0.500,0.271,0.734,0.350,0.648,0.336,0.847,0.444
1114.627,339.857,1126.697,333.477,1130.340,335.214,1134.351,337.236,1122.792,332.021,1120.791,332.342,1119.937,332.443,1150.416,353.667,1131.415,346.223,1116.366,358.446,1110.906,356.103,1183.518,445.424,1075.591,440.016,1238.801,525.805,967.875,458.475,1177.534,575.945,865.790,442.088,1156.948,585.037,837.028,440.443,1151.196,573.101,834.648,438.215,1155.014,569.823,845.490,439.885,1151.262,624.533,1099.118,623.376,1142.056,747.988,1151.839,737.385,1108.938,896.798,1209.694,853.284,1102.199,920.975,1216.792,866.359,1131.751,929.096,1213.491,910.427,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.956,0.807,0.976,0.961,0.972,0.962,0.975,0.966,0.958,0.960,1.000,1.000,0.534,0.286,0.757,0.380,0.677,0.360,0.861,0.479
1113.481,339.865,1125.252,333.373,1128.370,335.028,1131.972,336.845,1122.450,332.241,1120.925,332.711,1120.774,332.977,1148.604,353.355,1133.787,346.558,1114.872,357.968,1110.661,356.099,1184.003,446.160,1075.268,440.596,1238.663,527.314,968.958,468.853,1177.623,575.982,865.328,459.278,1157.409,585.196,835.214,460.256,1151.530,572.943,833.517,458.699,1155.307,569.641,844.564,459.492,1151.042,625.722,1098.684,624.805,1143.250,750.066,1154.157,738.556,1108.692,897.723,1209.452,855.094,1101.055,921.659,1216.019,869.010,1132.951,929.233,1216.448,911.340,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.960,0.815,0.978,0.963,0.974,0.964,0.977,0.968,0.962,0.962,1.000,1.000,0.568,0.300,0.779,0.401,0.705,0.380,0.874,0.507
1112.434,339.939,1123.845,333.321,1126.607,334.884,1129.838,336.622,1121.931,332.401,1120.961,332.983,1121.276,333.378,1146.819,352.971,1134.916,346.741,1113.703,357.623,1110.343,356.169,1184.186,446.616,1075.397,440.537,1238.190,528.526,972.663,476.875,1177.664,575.880,868.316,471.091,1157.891,585.299,838.308,473.480,1151.774,572.768,836.881,471.893,1155.518,569.468,848.392,472.110,1150.699,626.280,1098.478,625.812,1143.890,751.544,1155.761,738.844,1108.515,898.577,1209.429,856.386,1100.148,922.316,1215.858,871.485,1134.308,929.416,1219.657,911.266,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.964,0.820,0.980,0.962,0.976,0.963,0.979,0.967,0.964,0.962,1.000,1.000,0.600,0.320,0.799,0.427,0.731,0.405,0.885,0.536
1111.165,340.000,1122.287,333.258,1124.720,334.731,1127.620,336.392,1121.202,332.458,1120.831,333.105,1121.467,333.601,1144.975,352.594,1135.604,346.964,1112.139,357.357,1109.639,356.305,1184.103,447.058,1075.729,440.349,1237.743,529.328,977.440,483.386,1177.754,575.835,873.472,480.140,1158.343,585.418,844.572,483.241,1152.041,572.630,842.068,481.162,1155.762,569.333,854.034,481.205,1150.041,626.358,1098.230,626.071,1143.789,751.908,1156.123,738.535,1108.262,899.259,1209.513,857.109,1099.451,922.869,1215.656,873.362,1135.229,929.643,1222.271,910.409,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.967,0.824,0.982,0.962,0.978,0.963,0.981,0.968,0.967,0.963,1.000,1.000,0.632,0.346,0.818,0.464,0.756,0.440,0.896,0.571
1109.926,340.077,1120.983,333.138,1123.275,334.545,1125.963,336.146,1120.392,332.445,1120.615,333.156,1121.557,333.748,1143.398,352.251,1136.048,347.196,1110.611,357.065,1108.760,356.335,1183.845,447.380,1075.900,440.117,1237.301,529.687,983.138,488.726,1177.800,575.756,881.469,486.490,1158.680,585.464,854.248,489.894,1152.188,572.487,850.914,486.355,1155.909,569.162,863.363,486.265,1149.248,626.335,1098.049,625.978,1143.305,752.400,1156.004,737.955,1107.995,899.572,1209.601,857.476,1099.232,923.105,1215.552,874.222,1135.544,929.858,1223.873,909.762,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.971,0.833,0.983,0.961,0.980,0.962,0.982,0.967,0.970,0.963,1.000,1.000,0.666,0.394,0.836,0.508,0.778,0.480,0.906,0.607
1108.643,340.177,1119.886,332.997,1122.101,334.337,1124.683,335.933,1119.538,332.394,1120.259,333.151,1121.449,333.833,1142.085,352.038,1135.783,347.457,1109.204,356.875,1107.723,356.394,1183.531,447.629,1075.877,439.902,1236.859,529.924,989.339,492.948,1177.853,575.643,890.336,492.485,1158.849,585.418,863.211,495.132,1152.303,572.316,859.000,489.939,1156.024,568.906,871.885,489.991,1148.449,625.891,1097.958,625.625,1142.700,752.741,1154.504,737.700,1107.661,899.716,1209.746,857.507,1098.948,923.326,1215.483,873.671,1135.552,930.085,1224.747,909.539,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.973,0.827,0.985,0.947,0.982,0.949,0.984,0.955,0.972,0.952,1.000,1.000,0.696,0.433,0.851,0.543,0.798,0.511,0.915,0.638
1107.490,340.222,1118.982,332.897,1121.137,334.178,1123.702,335.766,1118.721,332.349,1119.790,333.124,1121.194,333.863,1140.968,351.892,1135.381,347.726,1107.971,356.767,1106.704,356.453,1183.117,447.768,1075.807,439.693,1236.351,530.169,996.354,495.937,1177.861,575.572,900.448,497.571,1158.847,585.419,872.554,497.990,1152.314,572.174,867.946,491.086,1156.020,568.588,881.148,491.628,1147.905,625.190,1098.026,625.080,1141.964,752.594,1153.788,737.539,1107.284,899.805,1209.789,857.292,1098.805,923.435,1215.455,872.432,1135.356,930.246,1224.210,909.638,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.976,0.827,0.986,0.944,0.983,0.945,0.985,0.953,0.974,0.949,1.000,1.000,0.724,0.473,0.866,0.577,0.816,0.543,0.923,0.667
1106.571,340.209,1118.325,332.863,1120.380,334.114,1122.915,335.693,1118.005,332.339,1119.213,333.128,1120.828,333.904,1139.970,351.818,1135.084,347.993,1107.073,356.686,1105.854,356.493,1182.625,447.780,1075.674,439.619,1235.870,530.182,1002.934,498.267,1177.857,575.439,913.312,502.129,1158.730,585.401,886.032,499.929,1152.242,571.909,881.926,491.892,1155.970,568.148,894.645,493.207,1147.333,624.356,1098.193,624.522,1141.083,752.345,1152.996,737.587,1106.911,899.816,1209.748,857.146,1098.631,923.494,1215.346,871.546,1135.105,930.329,1223.636,909.536,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.978,0.823,0.987,0.938,0.985,0.940,0.986,0.948,0.976,0.945,1.000,1.000,0.748,0.505,0.878,0.603,0.831,0.566,0.929,0.690
1105.609,340.201,1117.572,332.861,1119.568,334.116,1122.056,335.693,1117.167,332.365,1118.461,333.188,1120.233,334.007,1139.059,351.772,1134.915,348.300,1106.276,356.670,1105.066,356.605,1182.151,447.833,1075.578,439.331,1235.425,530.140,1008.601,498.404,1177.774,575.242,928.667,504.840,1158.457,585.329,902.151,501.176,1152.130,571.495,898.873,493.016,1155.866,567.540,911.078,495.123,1146.860,623.643,1098.437,624.044,1140.250,752.072,1152.064,737.928,1106.574,899.789,1209.624,856.968,1098.602,923.494,1215.232,870.583,1134.813,930.322,1223.224,909.438,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.980,0.825,0.989,0.938,0.986,0.941,0.987,0.949,0.978,0.945,1.000,1.000,0.770,0.531,0.889,0.623,0.845,0.585,0.936,0.709
1104.568,340.241,1116.698,332.899,1118.677,334.168,1121.172,335.740,1116.134,332.425,1117.459,333.287,1119.301,334.147,1138.216,351.736,1134.581,348.587,1105.647,356.765,1104.305,356.779,1181.663,447.843,1075.482,438.938,1235.026,530.068,1011.727,498.001,1177.640,575.036,944.226,507.163,1158.060,585.201,919.761,503.431,1151.934,571.029,917.872,495.730,1155.682,566.930,929.077,498.026,1146.460,623.096,1098.682,623.737,1139.611,751.892,1150.917,738.320,1106.265,899.776,1209.558,856.828,1098.606,923.483,1215.239,869.642,1134.496,930.281,1222.772,909.404,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.982,0.820,0.990,0.937,0.987,0.940,0.988,0.948,0.979,0.944,1.000,1.000,0.789,0.550,0.899,0.638,0.857,0.600,0.941,0.724
1103.777,340.256,1115.966,332.899,1117.887,334.191,1120.310,335.794,1115.141,332.427,1116.401,333.322,1118.147,334.238,1137.493,351.825,1134.161,348.813,1105.075,356.796,1103.700,356.902,1181.267,447.888,1075.326,438.522,1234.719,530.088,1016.608,497.697,1177.478,574.865,958.714,508.665,1157.477,585.037,937.737,505.363,1151.716,570.556,936.244,498.388,1155.504,566.401,945.897,500.709,1145.978,622.911,1098.847,623.743,1139.089,751.831,1149.810,738.736,1105.956,899.782,1209.530,856.737,1098.511,923.478,1215.348,868.899,1134.540,930.257,1222.131,909.450,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.984,0.829,0.990,0.942,0.988,0.945,0.989,0.952,0.981,0.949,1.000,1.000,0.806,0.574,0.907,0.647,0.866,0.608,0.946,0.736
1102.986,340.429,1115.255,332.929,1117.197,334.277,1119.674,335.983,1114.274,332.469,1115.363,333.386,1116.849,334.339,1136.993,352.096,1133.365,348.983,1104.687,357.005,1103.152,357.075,1180.872,447.892,1075.260,438.005,1234.482,530.081,1021.682,496.834,1177.279,574.748,971.803,509.309,1156.797,584.869,953.783,507.762,1151.433,570.131,952.353,501.680,1155.275,565.980,961.119,503.580,1145.685,622.879,1098.932,623.922,1138.698,751.716,1148.796,739.114,1105.675,899.783,1209.505,856.653,1098.437,923.410,1215.522,868.278,1134.195,930.239,1221.100,909.530,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.985,0.835,0.991,0.946,0.989,0.949,0.990,0.956,0.982,0.952,1.000,1.000,0.822,0.596,0.916,0.656,0.876,0.617,0.950,0.746
1102.464,340.733,1114.644,333.132,1116.803,334.587,1119.471,336.354,1113.578,332.631,1114.469,333.566,1115.406,334.535,1136.829,352.506,1131.495,349.050,1104.707,357.482,1102.588,357.294,1180.472,447.800,1075.329,437.499,1234.286,529.981,1027.017,495.463,1177.076,574.681,984.106,514.122,1156.132,584.714,969.115,515.998,1151.150,569.768,967.723,511.093,1155.053,565.660,975.550,512.005,1145.757,622.710,1099.092,623.889,1138.429,751.376,1147.918,739.385,1105.433,899.758,1209.451,856.434,1098.427,923.242,1215.831,867.425,1133.117,930.182,1219.731,909.686,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.986,0.826,0.992,0.946,0.989,0.949,0.990,0.956,0.982,0.952,1.000,1.000,0.835,0.603,0.923,0.653,0.883,0.615,0.954,0.749
1102.889,341.244,1115.013,333.696,1117.637,335.208,1120.805,337.057,1113.234,333.047,1113.806,333.934,1114.064,334.842,1137.596,353.209,1128.447,348.973,1106.187,358.477,1102.471,357.601,1180.048,447.598,1075.229,437.426,1234.036,529.672,1030.119,497.005,1176.908,574.622,987.412,507.047,1155.537,584.559,973.800,506.290,1150.887,569.483,972.659,500.643,1154.860,565.431,979.668,502.079,1146.142,622.238,1099.292,623.593,1138.329,750.855,1147.068,739.475,1105.231,899.731,1209.382,856.072,1098.409,923.041,1216.199,866.392,1131.682,930.086,1218.258,909.726,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.987,0.824,0.992,0.950,0.990,0.952,0.991,0.959,0.983,0.955,1.000,1.000,0.844,0.603,0.928,0.650,0.888,0.613,0.957,0.748
